trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
176,False,"{'a': 0.75, 'e': 2.5826446280991738e-05}",35,21,26.39111642599224,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.75, 'e': 2.5535446391522232e-05}",20,0,13.449027324016045,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
178,False,"{'a': 0.75, 'e': 2.5249337204898371e-05}",20,1,27.21113442151262,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.75, 'e': 2.4968009737523798e-05}",25,11,-18.678683803411825,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
180,False,"{'a': 0.75, 'e': 2.469135802469136e-05}",25,15,14.701305100223028,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.75, 'e': 2.4419279020786911e-05}",25,1,13.936308044369762,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
182,False,"{'a': 0.75, 'e': 2.4151672503320856e-05}",25,4,34.05331676394917,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.75, 'e': 2.3888440980620505e-05}",25,13,19.105767277012323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.75, 'e': 2.3629489603024576e-05}",25,2,33.93886561248326,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.75, 'e': 2.3374726077428782e-05}",20,11,18.801018654399186,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.75, 'e': 2.3124060585038733e-05}",20,12,11.014209864502785,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.75, 'e': 2.2877405702193372e-05}",25,11,-19.153419795206,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
188,False,"{'a': 0.75, 'e': 2.2634676324128565e-05}",25,0,23.787962202864087,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
189,False,"{'a': 0.75, 'e': 2.2395789591556789e-05}",25,13,16.081602936861085,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.75, 'e': 2.2160664819944601e-05}",20,9,7.2960864934278735,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.75, 'e': 2.1929223431375238e-05}",20,13,-31.32143499372213,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
192,False,"{'a': 0.75, 'e': 2.170138888888889e-05}",20,0,17.30105600384671,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
193,False,"{'a': 0.75, 'e': 2.1477086633198209e-05}",20,8,14.060920301576868,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.75, 'e': 2.1256244021681369e-05}",30,16,24.191924140344547,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.75, 'e': 2.1038790269559503e-05}",20,12,14.666494027711302,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.75, 'e': 2.0824656393169513e-05}",25,3,-5.25036540782368,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.75, 'e': 2.0613775155247496e-05}",25,17,12.362297190163067,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.75, 'e': 2.040608101214162e-05}",20,12,3.9058912288809133,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.75, 'e': 2.0201510062877201e-05}",20,12,-27.550854445041708,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
200,False,"{'a': 0.75, 'e': 2.0000000000000002e-05}",20,3,-14.970114069028279,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.75, 'e': 1.9801490062127176e-05}",30,10,33.195670451018934,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.75, 'e': 1.9605920988138421e-05}",30,24,8.209690014379175,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.75, 'e': 1.9413234972942805e-05}",30,8,27.023587225709832,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.75, 'e': 1.9223375624759709e-05}",20,9,-22.149338574207412,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
205,False,"{'a': 0.75, 'e': 1.9036287923854848e-05}",20,6,22.436545805418366,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.75, 'e': 1.8851918182675087e-05}",20,6,16.25951240707066,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.75, 'e': 1.8670214007328059e-05}",20,8,20.12928839203435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.75, 'e': 1.849112426035503e-05}",20,3,24.683961050776073,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.75, 'e': 1.8314599024747602e-05}",25,14,19.20025483895988,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.75, 'e': 1.8140589569160997e-05}",20,11,14.705681822632677,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.75, 'e': 1.7969048314278658e-05}",20,13,-30.326524072290667,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
212,False,"{'a': 0.75, 'e': 1.7799928800284801e-05}",20,0,28.141552591793353,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
213,False,"{'a': 0.75, 'e': 1.7633185655403471e-05}",30,0,-42.50199652928985,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 2}",0
214,False,"{'a': 0.75, 'e': 1.7468774565464234e-05}",35,13,-5.318960966828989,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
215,False,"{'a': 0.75, 'e': 1.7306652244456463e-05}",25,16,16.22713844479223,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.75, 'e': 1.7146776406035666e-05}",20,0,16.26439694631991,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
217,False,"{'a': 0.75, 'e': 1.6989105735946826e-05}",30,24,11.6762197379079,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.75, 'e': 1.6833599865331202e-05}",25,14,-22.962813352143222,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
219,False,"{'a': 0.75, 'e': 1.6680219344884388e-05}",25,16,18.37045728654845,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.75, 'e': 1.6528925619834711e-05}",25,13,21.424045890289904,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.75, 'e': 1.6379681005712414e-05}",20,6,25.210685870893837,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.75, 'e': 1.6232448664881099e-05}",20,9,16.62247807203756,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.75, 'e': 1.608719258380422e-05}",25,12,27.24940342323406,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.75, 'e': 1.594387755102041e-05}",20,0,-8.616692918484791,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
225,False,"{'a': 0.75, 'e': 1.580246913580247e-05}",20,0,26.90564105679013,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
226,False,"{'a': 0.75, 'e': 1.5662933667475921e-05}",25,7,9.291143760361896,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
227,False,"{'a': 0.75, 'e': 1.5525238215373867e-05}",25,16,14.768426947118934,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.75, 'e': 1.5389350569405971e-05}",20,11,16.38788998964837,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.75, 'e': 1.5255239221220038e-05}",20,8,23.793662646758442,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.75, 'e': 1.5122873345935728e-05}",25,19,7.478403181706713,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.75, 'e': 1.4992222784430577e-05}",20,0,23.36512116295096,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
232,False,"{'a': 0.75, 'e': 1.4863258026159334e-05}",20,12,15.118129446968911,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.75, 'e': 1.473595019248835e-05}",25,0,34.666910963789746,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
234,False,"{'a': 0.75, 'e': 1.4610271020527432e-05}",30,22,11.788976153862436,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.75, 'e': 1.4486192847442283e-05}",20,2,37.689558974239766,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.75, 'e': 1.4363688595231257e-05}",20,0,21.176231015514055,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.75, 'e': 1.4242731755950793e-05}",20,16,9.063265153048743,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.75, 'e': 1.4123296377374481e-05}",20,9,19.37768986665008,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.75, 'e': 1.400535704907127e-05}",25,18,12.446687516533625,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.75, 'e': 1.388888888888889e-05}",20,12,13.054037220222469,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.75, 'e': 1.3773867529829032e-05}",25,0,-7.998396863651433,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
242,False,"{'a': 0.75, 'e': 1.3660269107301414e-05}",25,7,26.26760921975254,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.75, 'e': 1.3548070246744231e-05}",20,12,13.518384952855868,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.75, 'e': 1.3437248051599033e-05}",20,15,7.637284113652452,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.75, 'e': 1.3327780091628489e-05}",20,0,30.179635676821903,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
246,False,"{'a': 0.75, 'e': 1.3219644391565867e-05}",30,10,36.551503584693215,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.75, 'e': 1.3112819420085561e-05}",35,20,25.670670722062628,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.75, 'e': 1.3007284079084288e-05}",25,6,32.44002701801602,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.75, 'e': 1.2903017693263013e-05}",20,0,30.110958375956866,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
250,False,"{'a': 0.75, 'e': 1.2800000000000001e-05}",20,12,14.524603797276324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.75, 'e': 1.2698211139505723e-05}",25,16,16.406787517789557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.75, 'e': 1.2597631645250693e-05}",25,2,43.03714969617713,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.75, 'e': 1.2498242434657627e-05}",25,9,26.064826993829218,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.75, 'e': 1.2400024800049601e-05}",20,9,4.444369330715483,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.75, 'e': 1.2302960399846214e-05}",25,12,19.62638828519824,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.75, 'e': 1.2207031250000001e-05}",20,10,20.857793897184838,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.75, 'e': 1.2112219715665643e-05}",20,0,27.878722402694432,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
258,False,"{'a': 0.75, 'e': 1.2018508503094767e-05}",20,2,29.88866227912227,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.75, 'e': 1.1925880651749378e-05}",25,11,18.56196068500448,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.75, 'e': 1.1834319526627219e-05}",20,2,25.517080464691244,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.75, 'e': 1.1743808810792561e-05}",25,0,32.73103875387153,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
262,False,"{'a': 0.75, 'e': 1.1654332498106172e-05}",20,16,5.419421606051927,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.75, 'e': 1.156587488614842e-05}",20,6,20.18645798346687,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.75, 'e': 1.1478420569329661e-05}",20,15,8.332012239349227,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.75, 'e': 1.1391954432182272e-05}",35,18,34.50936210433331,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.75, 'e': 1.1306461642828878e-05}",30,0,46.10118435973586,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.75, 'e': 1.1221927646621498e-05}",35,16,28.14825609618355,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.75, 'e': 1.1138338159946536e-05}",20,0,24.30959993446326,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
269,False,"{'a': 0.75, 'e': 1.1055679164190656e-05}",25,5,34.616754465261685,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.75, 'e': 1.0973936899862826e-05}",20,8,19.839001082656903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.75, 'e': 1.0893097860867908e-05}",30,13,-15.034988442554507,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
272,False,"{'a': 0.75, 'e': 1.0813148788927337e-05}",20,2,10.483018819142952,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.75, 'e': 1.0734076668142603e-05}",25,11,28.272688109788028,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.75, 'e': 1.0655868719697375e-05}",20,0,33.67906842349955,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
275,False,"{'a': 0.75, 'e': 1.0578512396694215e-05}",30,16,-22.863079990629736,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
276,False,"{'a': 0.75, 'e': 1.0501995379122034e-05}",25,11,29.902546628191878,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.75, 'e': 1.0426305568950463e-05}",25,6,-13.506985136326106,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
278,False,"{'a': 0.75, 'e': 1.035143108534755e-05}",30,15,22.662290716291253,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.75, 'e': 1.0277360260017215e-05}",20,0,30.694216253444843,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.75, 'e': 1.0204081632653061e-05}",20,2,25.498242734648176,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.75, 'e': 1.0131583946505237e-05}",20,9,9.24748593812772,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.75, 'e': 1.0059856144057141e-05}",20,0,17.839933674516004,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.75, 'e': 9.9888873628088748e-06}",35,20,25.4884305474703,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.75, 'e': 9.9186669311644515e-06}",30,11,32.726959566982444,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.75, 'e': 9.8491843644198218e-06}",30,20,18.335267838408036,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.75, 'e': 9.7804293608489423e-06}",20,0,28.657084690408823,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
287,False,"{'a': 0.75, 'e': 9.7123917978851267e-06}",25,14,21.354923117229387,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.75, 'e': 9.6450617283950615e-06}",25,16,14.995229519660704,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.75, 'e': 9.5784293770429003e-06}",30,16,24.61794677741992,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.75, 'e': 9.5124851367419749e-06}",25,8,25.802629211013247,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.75, 'e': 9.4472195651917196e-06}",25,8,29.742710267199833,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.75, 'e': 9.3826233814974664e-06}",25,0,35.049032408181446,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.75, 'e': 9.3186874628708548e-06}",25,14,19.809148260518988,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.75, 'e': 9.2554028414086722e-06}",30,7,39.085487607961824,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.75, 'e': 9.192760700948004e-06}",20,0,-1.2034442735796032,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
296,False,"{'a': 0.75, 'e': 9.1307523739956184e-06}",25,2,39.6144351462242,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.75, 'e': 9.0693693387296091e-06}",20,1,25.900075620247506,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.75, 'e': 9.0086032160713492e-06}",25,13,22.77635298866057,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.75, 'e': 8.9484457668258749e-06}",25,16,16.41850655929266,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.75, 'e': 8.88888888888889e-06}",20,15,-3.238861390223952,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.75, 'e': 8.829924614518604e-06}",20,0,25.907172498381833,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.75, 'e': 8.7715451076707172e-06}",20,0,22.304100588677397,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
303,False,"{'a': 0.75, 'e': 8.7137426613948526e-06}",30,12,31.07300069383038,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.75, 'e': 8.6565096952908594e-06}",20,1,28.570751235310237,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.75, 'e': 8.599838753023382e-06}",25,11,24.5671934357991,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.75, 'e': 8.5437224998932035e-06}",25,13,19.433084147205523,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.75, 'e': 8.4881537204638777e-06}",20,11,17.878546397708472,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.75, 'e': 8.4331253162421995e-06}",25,12,21.622389473967903,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.75, 'e': 8.3786303034111507e-06}",25,13,22.394168984367482,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.75, 'e': 8.3246618106139442e-06}",20,12,17.123740812581556,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.75, 'e': 8.2712130767878754e-06}",30,9,34.00880603479416,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.75, 'e': 8.2182774490466795e-06}",30,15,18.329941821489005,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.75, 'e': 8.1658483806101928e-06}",20,7,22.338115970180755,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.75, 'e': 8.1139194287800726e-06}",25,15,17.19895986815512,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.75, 'e': 8.0624842529604442e-06}",25,4,34.33235286992732,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.75, 'e': 8.0115366127223206e-06}",20,0,33.7514773549712,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
317,False,"{'a': 0.75, 'e': 7.9610703659106966e-06}",25,17,13.368825339215977,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.75, 'e': 7.911079466793244e-06}",30,21,14.254502990825982,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.75, 'e': 7.8615579642495662e-06}",30,15,26.561103006823476,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.75, 'e': 7.8125000000000002e-06}",20,10,16.242530895538554,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.75, 'e': 7.7638998068729935e-06}",25,18,13.350019583259797,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.75, 'e': 7.7157517071100661e-06}",35,13,39.16673276240619,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.75, 'e': 7.6680501107074741e-06}",20,8,20.43068863783638,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.75, 'e': 7.6207895137936296e-06}",25,20,7.782420969253312,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.75, 'e': 7.5739644970414209e-06}",20,15,11.210564696056991,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.75, 'e': 7.5275697241145701e-06}",25,11,20.063352042582995,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.75, 'e': 7.4815999401472006e-06}",35,9,43.096532233940565,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.75, 'e': 7.4360499702558008e-06}",20,10,18.303825325527438,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.75, 'e': 7.3909147180827975e-06}",20,0,28.37317436649947,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
330,False,"{'a': 0.75, 'e': 7.3461891643709828e-06}",25,18,9.403157936011802,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.75, 'e': 7.3018683655680405e-06}",30,0,50.248787944506724,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.75, 'e': 7.2579474524604448e-06}",20,0,26.893575269918614,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
333,False,"{'a': 0.75, 'e': 7.2144216288360436e-06}",25,7,24.656299950361397,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.75, 'e': 7.1712861701746216e-06}",25,19,10.757613826574357,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.75, 'e': 7.1285364223657833e-06}",20,0,27.90109755924173,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
336,False,"{'a': 0.75, 'e': 7.0861678004535151e-06}",20,8,19.016898216081454,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.75, 'e': 7.0441757874067755e-06}",30,3,44.550831065572865,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.75, 'e': 7.0025559329155142e-06}",20,13,12.904225923032445,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.75, 'e': 6.96130385221152e-06}",20,11,17.316839961714976,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.75, 'e': 6.9204152249134954e-06}",30,5,37.119099935972095,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.75, 'e': 6.8798857938958216e-06}",25,9,32.21475993669585,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.75, 'e': 6.8397113641804316e-06}",20,0,33.16763083123562,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
343,False,"{'a': 0.75, 'e': 6.7998878018512698e-06}",20,0,34.21799727210353,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
344,False,"{'a': 0.75, 'e': 6.7604110329908065e-06}",20,16,6.742708517888602,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.75, 'e': 6.721277042638102e-06}",25,19,11.130078173452434,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.75, 'e': 6.6824818737679181e-06}",30,23,9.828652235719433,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.75, 'e': 6.644021626290394e-06}",20,0,32.50495853468197,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.75, 'e': 6.6058924560708156e-06}",35,14,31.571885216063894,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.75, 'e': 6.5680905739690153e-06}",20,0,29.27270983289602,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
350,False,"{'a': 0.75, 'e': 6.5306122448979597e-06}",20,0,24.2996538346466,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.75, 'e': 6.4934537869010809e-06}",20,2,-17.445936520116728,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
352,False,"{'a': 0.75, 'e': 6.4566115702479346e-06}",25,6,32.433396641226956,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.75, 'e': 6.4200820165477615e-06}",25,10,19.4903087156603,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.75, 'e': 6.383861597880558e-06}",20,0,26.04398640187086,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
